organic_core,metal_node,topology,smiles,lcd,pld,density,agsa,co2n2_co2_mol_kg,co2n2_n2_mol_kg,co2ch4_co2_mol_kg,co2ch4_ch4_mol_kg,selfies_safe,mask,train/test,scscore
sym_4_vae_107,sym_13_mc_12,ith,[Lr]C=CC=C[Lr],6.17656,3.77974,0.775358,1475.28,4.318982894,0.702451075,7.43624187,0,TRUE,FALSE,-1,1.665451788
sym_3_vae_561,sym_9_mc_5,spn,[Lr]c1ccc(C2Nc(c(N2)c3cc(C(C)(C)C)c4)c5cc(C(C)(C)C)cc6c7c(NC(c8ccc([Lr])cc8)N7)c4c3c56)cc1,,,,,,,7.032959917,3.680870004,TRUE,FALSE,-1,4.309125239
None,sym_16_mc_6,bcs,[Lr]C#Cc1cn([Lr])nc1,6.8791,4.83575,0.798317,1654.4,5.66494343,0.53972258,6.021092947,4.367284911,TRUE,TRUE,1,2.119696679
None,sym_16_mc_6,bcs,[Lr]c1[nH]c2c(n1)cc1c(c2)[nH]c(n1)[Lr],7.36406,5.83655,0.788965,2548.75,4.96408206,0.550367437,5.837664166,4.698569835,TRUE,TRUE,1,3.500212883
sym_4_on_6,sym_13_mc_12,ith,[Lr]c1cc2ccc3c4c2c(c1)ccc4cc(c3)[Lr],7.20731,3.78791,0.889541,1681.17,3.198455785,0.467699785,5.8048913,0,TRUE,FALSE,-1,3.565568537
sym_4_vae_153,sym_13_mc_12,ith,[Lr]n1cc(ccc(cn([Lr])c2)c3c2cc4)c3c4c1,7.54402,3.77604,0.887694,1831.94,2.846944238,0.463557903,5.69000673,0,TRUE,FALSE,-1,3.305620905
sym_4_vae_153,sym_13_mc_12,ith,[Lr]c(c1)cc2c(=O)oc3cc([Lr])cc4c3c2c1oc4=O,7.34426,4.31764,0.994306,1596.65,4.646847628,0.258974101,5.562671005,2.091815229,TRUE,TRUE,0,3.145289611
sym_4_vae_153,sym_13_mc_12,ith,[Lr]c1ccc2c(c1)ccc(c2)[Lr],6.46201,3.32067,0.954877,963.805,3.865888951,0.000443109,5.550905023,7.23E-05,TRUE,FALSE,-1,2.479793891
sym_4_vae_645,sym_13_mc_12,ith,[Lr]n1cc(ccc(cn([Lr])c2)c3c2cc4)c3c4c1,7.91151,3.74388,0.918102,1810.42,2.44344052,0.438278334,5.516855196,0,TRUE,FALSE,-1,3.305620905
sym_4_on_6,sym_13_mc_12,ith,[Lr]c(c1)cc2c(=O)oc3cc([Lr])cc4c3c2c1oc4=O,6.82782,4.09729,1.05576,1302.24,4.94183885,0.184885091,5.484785482,1.53770207,TRUE,TRUE,1,3.145289611
sym_4_on_7,sym_13_mc_12,ith,[Lr]C1=CC2=C(C=C([Lr])[SH]2)[SH]1,7.39297,3.78738,1.04869,1373.53,2.92823108,0.411429364,5.481958125,0,TRUE,FALSE,-1,2.223989002
sym_4_on_6,sym_16_mc_6,gar,[Lr]c1[nH]c([Lr])nn1,5.17443,3.46875,1.18728,744.878,4.795994641,8.52E-05,5.459007884,0,TRUE,FALSE,-1,1.467224523
sym_4_on_6,sym_13_mc_12,ith,[Lr]n1cc(ccc(cn([Lr])c2)c3c2cc4)c3c4c1,7.05966,3.45471,0.935192,1580.81,3.277522521,0,5.438150949,0,TRUE,FALSE,-1,3.305620905
sym_4_vae_645,sym_13_mc_12,ith,[Lr]c(c1)cc2c(=O)oc3cc([Lr])cc4c3c2c1oc4=O,7.47386,4.30549,1.02037,1599.44,4.355738815,0.26361289,5.373192935,2.122211195,TRUE,TRUE,1,3.145289611
None,sym_16_mc_6,bcs,[Lr]c1ccc2c(c1)oc1c2ccc(c1)[Lr],8.82879,5.79221,0.73217,2845.66,4.283395462,0.655791913,5.264627391,5.95544909,TRUE,TRUE,1,3.210211311
sym_4_on_6,sym_13_mc_12,ith,[Lr]c1cc(C(c2cc([Lr])ccc2C3=O)=O)c3cc1,7.50781,3.73545,1.0003,1161.63,2.819101171,0.290989941,5.102740134,0,TRUE,FALSE,-1,2.903207262
None,sym_16_mc_6,bcs,[Lr]C1=Cc2cc3=CC([Lr])=Cc3cc2=C1,7.85215,5.50304,0.73792,2489.1,4.54370636,0.66439573,5.04669864,5.755565141,TRUE,TRUE,1,3.19835901
None,sym_16_mc_6,bcs,[Lr]c1ccc(nc1)c1ccc(cn1)[Lr],9.11791,7.27547,0.649903,3416.05,2.653113422,0.608682048,5.040352225,6.510557741,TRUE,TRUE,1,2.666385841
None,sym_16_mc_6,bcs,[Lr]c1ccc(nc1)c1ccc(cn1)[Lr],9.16787,7.19771,0.646572,3521.31,2.654379806,0.615897797,5.011515613,6.557044576,TRUE,TRUE,1,2.666385841
None,sym_16_mc_6,bcs,[Lr]c1cc2c(=O)c3ccc([Lr])cc3[nH]c2cc1,8.33342,5.56514,0.735588,2787.82,3.914256401,0.615132836,5.004668592,5.546515473,TRUE,TRUE,1,3.176150078
None,sym_16_mc_6,bcs,[Lr]c1ccc2c(c1)ccc1c2ccc(c1)[Lr],8.83939,5.89122,0.688374,3023,3.853054165,0.720050651,4.890031527,6.806994324,TRUE,TRUE,1,3.484933211
None,sym_16_mc_6,bcs,[Lr]c1cc2[nH]c3cc([Lr])ccc3c2cc1,8.17183,6.13897,0.789165,2071.39,4.417451873,0.521070139,4.888009218,4.659083688,TRUE,TRUE,1,2.975424748
None,sym_16_mc_6,bcs,O=C1c2c(c3ccc([Lr])cc31)ccc([Lr])c2,7.93565,6.20835,0.745514,2611.15,3.917374474,0.628147443,4.853462465,5.592242231,TRUE,TRUE,1,3.01227979
sym_4_on_6,sym_16_mc_6,gar,[Lr]n1cc([Lr])nn1,5.01636,3.44649,1.2219,645.522,4.391241247,0,4.838888814,0,TRUE,FALSE,-1,1.579602137
sym_4_vae_645,sym_13_mc_12,ith,[Lr]c1ccc2c(c1)ccc(c2)[Lr],6.30466,3.40016,1.01272,1092.96,3.293181659,0,4.828333334,0,TRUE,FALSE,-1,2.479793891
sym_4_on_6,sym_16_mc_6,gar,[Lr]C=CC=C[Lr],8.26142,5.47752,0.577117,3607.12,2.566803337,0.768693072,4.808541855,8.232655265,TRUE,TRUE,1,1.665451788
sym_4_on_6,sym_16_mc_6,gar,[Lr]c1nc([Lr])n[nH]1,5.28217,3.3377,1.21559,151.231,4.194276034,7.10E-05,4.798466027,0.00269864,TRUE,TRUE,1,1.264928031
None,sym_16_mc_6,bcs,[Lr]n1cc(c2cn([Lr])nc2)cn1,7.03039,4.73277,0.844824,1882.22,4.754297578,0.481282065,4.78816255,4.229394221,TRUE,TRUE,1,2.006251072
sym_4_on_8,sym_13_mc_12,ith,[Lr]c1sc([Lr])cc1,6.7558,3.58127,1.0867,1027.16,3.629462076,0,4.668144866,0,TRUE,FALSE,-1,1.406423867
sym_4_vae_153,sym_13_mc_12,ith,[Lr]c1cc(CC2)c3c(CCc4cc([Lr])cc2c43)c1,7.69128,3.59939,0.850395,1708.43,2.444897442,0,4.665843047,0,TRUE,FALSE,-1,3.766457726
None,sym_16_mc_6,bcs,[Lr]n(c(=O)c(c1cc23)cc2c(=O)n([Lr])c3=O)c1=O,8.22328,5.71965,0.901866,2054.11,3.275798826,0.43649257,4.633013483,3.946949154,TRUE,TRUE,1,2.219545358
None,sym_16_mc_6,bcs,[Lr]c1cc(C(c2cc([Lr])ccc2C3=O)=O)c3cc1,8.53311,5.08862,0.85775,1766.42,4.114159746,0.432676023,4.561211671,3.834680517,TRUE,TRUE,1,2.903207262
sym_4_on_7,sym_13_mc_12,ith,[Lr]c(c1)cc2c(=O)oc3cc([Lr])cc4c3c2c1oc4=O,9.17862,5.13846,0.831528,2441.55,2.382899473,0.354590414,4.534289383,3.698131315,TRUE,TRUE,1,3.145289611
None,sym_16_mc_6,bcs,[Lr]c1ccc2c(c1)ccc(c2)[Lr],6.22717,3.96598,0.879509,919.841,5.646205618,0.346960132,4.521027569,3.515020744,TRUE,TRUE,1,2.479793891
sym_4_on_8,sym_13_mc_12,ith,[Lr]C12C=CC(C=C1)(C=C2)[Lr],6.51523,3.57433,0.996335,860.514,3.157465165,0,4.51785093,6.92E-05,TRUE,FALSE,-1,1.831772347
sym_4_vae_107,sym_13_mc_12,ith,[Lr]c1ccc(S(=O)(c2ccc([Lr])cc2)=O)cc1,6.62201,3.54063,0.93055,1112.43,2.726866116,0.003268753,4.510819536,0.035841155,TRUE,TRUE,0,2.134460623
sym_4_vae_153,sym_16_mc_6,gar,[Lr]c1sc([Lr])cc1,5.85515,3.53707,1.11701,832.809,3.447280356,0,4.500224509,0,TRUE,FALSE,-1,1.406423867
None,sym_16_mc_6,bcs,[Lr]c(c1)cc2c(=O)oc3cc([Lr])cc4c3c2c1oc4=O,7.34043,5.14615,1.02533,1171.32,4.610324482,0.234168644,4.481786158,2.119363225,TRUE,TRUE,1,3.145289611
None,sym_16_mc_6,bcs,[Lr]C=Cc1ccc(cc1)C=C[Lr],9.92115,6.97447,0.539413,4306.61,2.174061036,0.696622,4.463263567,8.303921411,TRUE,TRUE,0,1.81533761
sym_3_vae_1687,sym_9_mc_5,spn,[Lr]c1cc2[nH]c(c3ccc(c4[nH]c5cc([Lr])ccc5n4)cc3)nc2cc1,73.12192,61.51527,0.0639851,5041.86,1.298661995,0.592510937,4.461670126,3.854761493,TRUE,TRUE,1,4.304249428
sym_3_vae_762,sym_9_mc_5,spn,[Lr]c1ccc(c2c3ccccc3c(c4c5ccccc5c(c6ccc([Lr])cc6)c7c4cccc7)c8c2cccc8)cc1,75.36649,64.38798,0.0738111,4470.86,1.302650212,0.536970345,4.440121148,3.836215452,TRUE,TRUE,1,3.840323962
None,sym_16_mc_6,bcs,[Lr]c1ccc(cc1)c1ccc(nc1)[Lr],8.73207,6.24263,0.670958,3097.2,3.217415243,0.632532064,4.430150634,6.427724279,TRUE,TRUE,1,2.60535627
sym_4_on_7,sym_16_mc_6,gar,[Lr]C1SCC(N1)[Lr],6.972,3.38796,1.04631,566.663,2.664721301,0,4.404772281,0,TRUE,FALSE,-1,1.715996509
sym_3_vae_762,sym_9_mc_5,spn,COc(c1)c(OC)cc2c1c(c3ccc(/C=C/[Lr])cc3)c(cc(OC)c(OC)c4)c4c2c5ccc(/C=C/[Lr])cc5,,,,,,,4.402109151,3.651104746,FALSE,FALSE,-1,4.057719
None,sym_16_mc_6,bcs,[Lr]c1ccc(cc1)c1ccc(cn1)[Lr],8.88393,6.78776,0.632923,3608.37,2.587932485,0.65279006,4.388839171,7.054820624,TRUE,TRUE,1,2.587256267
None,sym_16_mc_6,bcs,[Lr]n1cc(ccc(cn([Lr])c2)c3c2cc4)c3c4c1,8.08558,5.62277,0.793344,2364.93,4.452219971,0.621831248,4.376969256,5.575003573,TRUE,TRUE,1,3.305620905
None,sym_16_mc_6,bcs,[Lr]c1ccc(cc1)c1ncc(cn1)[Lr],8.93145,6.9786,0.658441,3281.19,2.433752021,0.607270558,4.357626305,6.642182497,TRUE,TRUE,1,2.682531719
None,sym_16_mc_6,bcs,[Lr]c1cc(CCc2cc([Lr])ccc23)c3cc1,7.57004,5.57705,0.717103,2663.43,4.183138752,0.655904266,4.34396946,6.118821806,FALSE,FALSE,-1,3.161673852
None,sym_16_mc_6,bcs,[Lr]c1cc2c(s1)cc(s2)[Lr],6.06598,3.5999,1.18764,345.211,3.762819817,0,4.341091428,0,TRUE,FALSE,-1,2.239944495
sym_3_vae_210,sym_9_mc_5,spn,[Lr]c1cc2[nH]c(c3ccc(c4[nH]c5cc([Lr])ccc5n4)cc3)nc2cc1,82.13914,69.25681,0.0532505,5323.03,1.194073268,0.710898077,4.333114831,4.659052065,TRUE,TRUE,1,4.304249428
sym_4_on_8,sym_13_mc_12,ith,[Lr]c1ccc(c2c1nsn2)[Lr],6.61708,3.40561,1.17163,964.146,3.155216663,0,4.327155917,0,TRUE,FALSE,-1,2.303738833
None,sym_16_mc_6,bcs,O=C1c2c(C(c3ccc([Lr])cc31)=O)cc([Lr])cc2,8.51321,5.2597,0.759181,2681.18,3.294399249,0.59346271,4.32543435,5.46116193,TRUE,TRUE,1,2.903207262
sym_4_vae_645,sym_13_mc_12,ith,[Lr]c1cc(C(c2cc([Lr])ccc2C3=O)=O)c3cc1,7.55317,3.72235,1.03239,1224.22,2.23446441,0.279443704,4.317308324,0,TRUE,FALSE,-1,2.903207262
None,sym_16_mc_6,bcs,[Lr]c1ccc2c(c1)cc1c(c2)cc(cc1)[Lr],8.33273,5.50347,0.729993,2663.88,3.808282393,0.656755494,4.304616582,6.174671663,TRUE,TRUE,1,3.225459071
sym_4_on_8,sym_13_mc_12,ith,[Lr]c1n(N)c([Lr])nn1,6.03537,3.56366,1.17077,910.992,3.374485879,0,4.301379856,0,TRUE,FALSE,-1,1.783111318
sym_4_vae_645,sym_16_mc_6,gar,[Lr]c1sc([Lr])cc1,6.09942,3.70523,1.18674,907.08,2.96602809,0.242983806,4.30133353,0.000106811,TRUE,FALSE,-1,1.406423867
sym_3_vae_BR429,sym_9_mc_5,spn,[Lr]c1cc2nc(c3ccc(c4nc5ccc([Lr])cc5[nH]4)cc3)[nH]c2cc1,80.27812,68.50086,0.0536584,5220.95,1.25146299,0.69115495,4.294342731,4.518093728,TRUE,TRUE,1,4.39196143
sym_3_vae_1687,sym_9_mc_5,spn,[Lr]c1cc2nc(c3ccc(c4nc5ccc([Lr])cc5[nH]4)cc3)[nH]c2cc1,68.96993,60.74156,0.063024,5498.26,1.159269114,0.611656748,4.292605006,3.956434576,TRUE,TRUE,1,4.39196143
sym_3_vae_337,sym_9_mc_5,spn,CC(C)c1c(N2C=CN(c3c(C(C)C)cc([Lr])cc3C(C)C)C2)c(C(C)C)cc([Lr])c1,,,,,,,4.291154166,3.245067391,TRUE,FALSE,-1,3.546802703
sym_3_on_5,sym_9_mc_5,spn,[Lr]c1cc2[nH]c(c3ccc(c4[nH]c5cc([Lr])ccc5n4)cc3)nc2cc1,78.83151,66.37237,0.0539876,5569.56,1.1163965,0.695186413,4.286160626,4.559013103,TRUE,TRUE,0,4.304249428
None,sym_16_mc_6,bcs,[Lr]c1cc(S(=O)(c2cc([Lr])ccc23)=O)c3cc1,7.37085,4.82359,0.944058,1405.68,4.152773261,0.319912448,4.277720256,2.703614677,TRUE,TRUE,1,3.070967422
sym_3_vae_1168,sym_9_mc_5,spn,COc1c(/C=C/c2ccc([Lr])cc2)cc(OC)c(/C=C/c3ccc([Lr])cc3)c1,81.68917,71.29228,0.0454328,6361.37,1.173373154,0.837563954,4.260787425,5.225468121,TRUE,TRUE,1,3.38481401
sym_4_on_6,sym_16_mc_6,gar,[Lr]c1sc([Lr])cc1,5.91647,3.51762,1.16612,183.793,3.337321583,0,4.250577896,0,TRUE,FALSE,-1,1.406423867
sym_4_vae_645,sym_16_mc_6,gar,[Lr]c1ccc(c2c1CC2)[Lr],6.73012,3.75052,1.06203,442.209,2.758737969,0.288408761,4.236417695,0,TRUE,FALSE,-1,2.201276483
None,sym_16_mc_6,bcs,[Lr]C#CC12C3C4C2C2C1C3C42C#C[Lr],8.35465,6.13605,0.733426,2057.22,3.198650689,0.499249358,4.236100036,4.702080465,TRUE,TRUE,1,2.449342122
sym_3_vae_289,sym_9_mc_5,spn,[Lr]c1cc2[nH]c(c3ccc(c4[nH]c5cc([Lr])ccc5n4)cc3)nc2cc1,73.39368,61.59729,0.0622669,5489.48,1.142935327,0.623972513,4.234092654,4.172420014,TRUE,TRUE,1,4.304249428
sym_4_on_6,sym_16_mc_6,gar,[Lr]c1ccc(c2c1CC2)[Lr],6.36638,3.75421,1.01993,831.943,2.695932706,0.325771804,4.230780765,0,TRUE,FALSE,-1,2.201276483
sym_4_vae_107,sym_13_mc_12,ith,[Lr]c(c1)cc2c(=O)oc3cc([Lr])cc4c3c2c1oc4=O,9.16019,5.24614,0.814207,2506.44,2.112271577,0.366900769,4.223678326,4.026939355,TRUE,TRUE,1,3.145289611
sym_5_vae_434,sym_12_mc_11,ftw,[Lr]c1c2cccc([Lr])c2ccc1,9.40224,3.72349,1.06111,1432.69,2.504926637,0.279855567,4.209233688,0,TRUE,TRUE,1,2.015409169
sym_4_on_6,sym_13_mc_12,ith,O=C1N([Lr])C(C2C1C3C=CC2C4C3C(N([Lr])C4=O)=O)=O,6.95696,3.74447,1.16294,1007,2.48292354,0.250619295,4.202079453,0,TRUE,FALSE,-1,2.713127307
None,sym_16_mc_6,bcs,[Lr]c1ccc(S(=O)(c2ccc([Lr])cc2)=O)cc1,6.79864,4.33155,0.871383,1720.11,4.216069492,0.4034099,4.188070945,3.503411116,TRUE,TRUE,1,2.134460623
sym_3_vae_165,sym_9_mc_5,spn,[Lr]c1cc2nc(c3ccc(c4nc5ccc([Lr])cc5[nH]4)cc3)[nH]c2cc1,70.55505,60.31384,0.0659514,4954.27,1.166345173,0.587202607,4.185763824,3.987789076,TRUE,TRUE,1,4.39196143
sym_3_on_5,sym_9_mc_5,spn,[Lr]c1cc2nc(c3ccc(c4nc5ccc([Lr])cc5[nH]4)cc3)[nH]c2cc1,75.97214,65.37595,0.0581726,5209.57,1.146273744,0.650941996,4.181575987,4.290779837,TRUE,TRUE,1,4.39196143
sym_3_vae_BR429,sym_9_mc_5,spn,Oc1c(cc(c(c1O)[Lr])O)c1nnc(nn1)c1ccc(c(c1)O)[Lr],63.01128,55.98215,0.0740943,5175.99,1.234658215,0.510828944,4.171895075,3.449749974,TRUE,TRUE,1,3.688209868
sym_4_on_6,sym_13_mc_12,ith,[Lr]c1ccc2c(c1)oc1c2ccc(c1)[Lr],7.69911,4.46147,0.831145,2274,3.558278659,0.524538431,4.167341653,4.733361071,TRUE,TRUE,1,3.210211311
sym_3_vae_1168,sym_9_mc_5,spn,[Lr]c1cc2[nH]c(c3ccc(c4[nH]c5cc([Lr])ccc5n4)cc3)nc2cc1,80.54035,68.24347,0.0554112,5117.75,1.140868186,0.680441196,4.163554616,4.466670549,TRUE,TRUE,0,4.304249428
sym_4_vae_153,sym_16_mc_6,gar,[Lr]N1CCN([Lr])CC1,6.17434,3.65283,0.990287,972.487,2.834719489,0.148241004,4.160724763,0,TRUE,FALSE,-1,1.392745332
sym_3_vae_762,sym_9_mc_5,spn,[Lr]c1cc2nc(c3ccc(c4nc5ccc([Lr])cc5[nH]4)cc3)[nH]c2cc1,67.61173,56.3374,0.0683907,5456.1,1.103958041,0.581649331,4.156619748,3.946689964,TRUE,TRUE,1,4.39196143
sym_4_vae_153,sym_13_mc_12,ith,[Lr]c1cc2c(=O)c3ccc([Lr])cc3[nH]c2cc1,7.91154,4.61166,0.80762,2408.97,2.60716946,0.449875156,4.137459481,4.240036175,TRUE,TRUE,1,3.176150078
sym_3_vae_BR429,sym_9_mc_5,spn,[Lr]c1cc2[nH]c(c3ccc(c4[nH]c5cc([Lr])ccc5n4)cc3)nc2cc1,79.93477,68.08786,0.053438,4955.51,1.086174686,0.696285874,4.124186315,4.503627472,TRUE,TRUE,1,4.304249428
sym_3_vae_1001,sym_9_mc_5,spn,[Lr]c1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccc([Lr])cc4)cc3)cc2)cc1,108.74949,98.85358,0.0218779,7193.39,1.224052854,2.446060379,4.122175738,13.85260592,TRUE,TRUE,1,3.724608537
sym_3_vae_762,sym_9_mc_5,spn,[Lr]c1cc2nc(c3ccc(c4[nH]c5ccc([Lr])cc5n4)cc3)[nH]c2cc1,68.10524,57.05228,0.0663656,5474.4,1.020234501,0.59351182,4.083042138,4.035987845,TRUE,TRUE,1,4.323977373
None,sym_16_mc_6,bcs,[Lr]n(c(=O)c(ccc1c23)c2c4ccc3c(=O)n([Lr])c1=O)c4=O,8.89837,5.02793,0.95242,1808.17,4.021658903,0.448268648,4.080886459,3.998424587,FALSE,FALSE,-1,3.029170705
sym_3_vae_165,sym_9_mc_5,spn,[Lr]c1cc2[nH]c(c3ccc(c4[nH]c5cc([Lr])ccc5n4)cc3)nc2cc1,69.93378,59.34124,0.0657298,5227.28,1.076168656,0.591899932,4.070155795,3.971504983,TRUE,TRUE,1,4.304249428
sym_4_vae_645,sym_16_mc_6,gar,[Lr]N1CCN([Lr])CC1,6.09742,3.57883,1.07674,918.824,2.75935512,0,4.062879309,0,TRUE,FALSE,-1,1.392745332
sym_3_on_2,sym_9_mc_5,spn,[Lr]C#Cc1ccc(cc1)c1ccc(cc1)C#C[Lr],63.3269,56.55471,0.064133,6242.33,1.004547,0.601395374,4.054579567,4.104406377,TRUE,TRUE,1,2.6576011
sym_3_vae_1168,sym_9_mc_5,spn,[Lr]c1cc2nc(c3ccc(c4nc5ccc([Lr])cc5[nH]4)cc3)[nH]c2cc1,77.73843,64.67296,0.0578195,5137.53,1.127315233,0.653929961,4.048428277,4.30396597,TRUE,TRUE,1,4.39196143
sym_4_vae_645,sym_13_mc_12,ith,[Lr]c1ccc2c(c1)oc1c2ccc(c1)[Lr],8.13958,4.90315,0.81465,2606.43,2.493334423,0.512788193,4.047585808,5.002455567,TRUE,TRUE,1,3.210211311
None,sym_16_mc_6,bcs,[Lr]c1ccc(cc1)Oc1cncc(c1)[Lr],8.14037,5.82147,0.718765,2661.25,2.645947553,0.532752061,4.032829019,5.366921974,TRUE,TRUE,1,2.856312165
sym_3_vae_1168,sym_9_mc_5,spn,Oc1c(cc(c(c1O)[Lr])O)c1nnc(nn1)c1ccc(c(c1)O)[Lr],63.47847,56.62784,0.0764142,4968.17,1.266654166,0.501579273,4.032150837,3.419153789,TRUE,TRUE,1,3.688209868
sym_4_on_7,sym_16_mc_6,gar,[Lr]n1ccn([Lr])cc1,8.14078,5.38211,0.751942,2586.9,3.091456437,0.521389831,4.029341712,5.478569149,TRUE,TRUE,1,1.398243714
sym_3_on_1,sym_9_mc_5,spn,[Lr]c1cc2[nH]c(c3ccc(c4[nH]c5cc([Lr])ccc5n4)cc3)nc2cc1,71.92092,60.66401,0.0652606,5318.85,1.072684654,0.596961162,4.017487443,4.001925095,TRUE,TRUE,1,4.304249428
sym_3_vae_561,sym_9_mc_5,spn,[Lr]c1cc2[nH]c(c3ccc(c4[nH]c5cc([Lr])ccc5n4)cc3)nc2cc1,72.45168,59.78488,0.0649723,5175.76,1.080872354,0.593183741,4.014272719,3.94445468,TRUE,TRUE,1,4.304249428
sym_3_vae_561,sym_9_mc_5,spn,[Lr]C#Cc1ccc(cc1)c1ccc(cc1)C#C[Lr],63.0652,56.75006,0.0643483,6215.56,1.010557916,0.604652121,3.998776341,4.080222848,TRUE,TRUE,1,2.6576011
None,sym_16_mc_6,bcs,[Lr]c1ccc(s1)c1ccc(s1)[Lr],8.07529,5.47872,0.845351,2123.72,3.596334884,0.550437137,3.985131236,4.763464434,TRUE,TRUE,1,2.244038188
None,sym_16_mc_6,bcs,[Lr]c1c(C)nc(c2nc(C)c([Lr])cc2)cc1,8.47676,5.31561,0.718083,2582.82,2.625976184,0.493088088,3.984587427,5.083527863,TRUE,TRUE,1,2.9209517
None,sym_16_mc_6,bcs,[Lr]c1ccc(NC2=Nc3c(NC2Nc4ccc([Lr])cc4)cccc3)cc1,8.55007,3.32256,0.929676,1002.92,2.394532178,0,3.98314895,0,TRUE,FALSE,-1,3.700792737
sym_3_vae_762,sym_9_mc_5,spn,[Lr]c1ccc(N2C=CC(C3C=CN(c4ccc([Lr])cc4)C=C3)C=C2)cc1,63.93991,57.4304,0.0614214,5966.83,0.950929471,0.622032454,3.981189914,4.010052024,TRUE,TRUE,1,2.779567186
sym_3_vae_1687,sym_9_mc_5,spn,[Lr]c1cc2nc(c3ccc(c4[nH]c5ccc([Lr])cc5n4)cc3)[nH]c2cc1,72.33325,62.19727,0.0635613,5330.57,1.01001163,0.605302183,3.978123889,3.963122613,TRUE,TRUE,1,4.323977373
sym_3_vae_2082,sym_9_mc_5,spn,[Lr]c1cc2[nH]c(c3ccc(c4[nH]c5cc([Lr])ccc5n4)cc3)nc2cc1,66.30395,58.01435,0.0646759,5604.99,1.067722972,0.597272084,3.969306809,3.992909207,TRUE,TRUE,1,4.304249428
sym_3_vae_192,sym_9_mc_5,spn,[Lr]c1cc2nc(c3ccc(c4[nH]c5ccc([Lr])cc5n4)cc3)[nH]c2cc1,70.4729,59.90927,0.0660021,4724.9,1.031350278,0.582580516,3.964678369,3.967157624,TRUE,TRUE,1,4.323977373
sym_3_vae_192,sym_9_mc_5,spn,COc(c1)c(OC)cc2c1c(c3ccc(/C=C/[Lr])cc3)c(cc(OC)c(OC)c4)c4c2c5ccc(/C=C/[Lr])cc5,77.16594,64.69689,0.069254,4840.94,1.054256893,0.548363355,3.958982782,3.729254935,FALSE,FALSE,-1,4.057719
sym_3_on_1,sym_9_mc_5,spn,[Lr]C#Cc1ccc(cc1)c1ccc(cc1)C#C[Lr],63.02172,56.59606,0.0647544,6189.96,1.048710977,0.602706375,3.955858163,4.031933324,TRUE,TRUE,1,2.6576011
sym_4_on_6,sym_13_mc_12,ith,[Lr]c1ccc(nc1)c1ccc(cn1)[Lr],8.2519,5.645,0.690518,3208.89,1.713848057,0.45572341,3.955840115,5.263704988,TRUE,TRUE,1,2.666385841
sym_5_vae_1526,sym_12_mc_11,ftw,[Lr]c1ccc(o1)[Lr],8.86528,3.52334,1.22303,1201.24,1.927740401,0,3.952528521,0,TRUE,TRUE,1,1.466315954
sym_4_on_7,sym_16_mc_6,gar,[Lr]c1c2CCc2c(c2c1CC2)[Lr],7.2003,3.40491,0.912488,661.997,2.13165794,0,3.951630433,0.000729908,TRUE,FALSE,-1,2.890180763
sym_4_on_6,sym_13_mc_12,ith,[Lr]c1ccc(nc1)c1ccc(cn1)[Lr],8.25179,5.64508,0.690515,3209.39,1.691756792,0.458475129,3.943073689,5.204143838,TRUE,TRUE,1,2.666385841
sym_4_vae_153,sym_13_mc_12,ith,[Lr]c1cc2[nH]c3cc([Lr])ccc3c2cc1,8.01942,4.32539,0.779236,2536.63,2.864698952,0.507476893,3.935748955,5.013073765,TRUE,TRUE,1,2.975424748
None,sym_9_mc_5,crs,[Lr]c1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccc([Lr])cc4)cc3)cc2)cc1,68.25689,55.47882,0.0615073,5804.79,1.104141912,0.606875459,3.93511464,4.044557769,TRUE,TRUE,0,3.724608537
sym_3_vae_2082,sym_9_mc_5,spn,[Lr]c1cc2nc(c3ccc(c4nc5ccc([Lr])cc5[nH]4)cc3)[nH]c2cc1,69.35132,57.75332,0.0661451,5348.19,1.067931064,0.599028073,3.933409104,4.042156853,TRUE,TRUE,1,4.39196143
sym_3_on_5,sym_9_mc_5,spn,O=C(c1cc(O)c(cc1O)[Lr])OOC(=O)c1cc(O)c(cc1O)[Lr],63.67725,55.58811,0.080357,5090.38,1.19288167,0.487953385,3.927542346,3.352022073,TRUE,TRUE,1,2.668208361
sym_3_vae_724,sym_9_mc_5,spn,[Lr]C#Cc1ccc(cc1)c1ccc(cc1)C#C[Lr],62.82296,56.61632,0.067366,5969.12,1.122631624,0.571685531,3.910378355,3.870864014,TRUE,TRUE,1,2.6576011
sym_4_vae_645,sym_13_mc_12,ith,[Lr]c1cc2[nH]c3cc([Lr])ccc3c2cc1,7.25801,4.56927,0.824552,2438.46,2.924196871,0.483729168,3.897690756,4.644583291,TRUE,TRUE,1,2.975424748
sym_4_vae_107,sym_16_mc_6,gar,[Lr]C#C[Lr],6.10503,4.39514,0.798564,2104.39,5.224949608,0.587337542,3.894807203,4.932530069,TRUE,TRUE,1,1.652772669
sym_4_vae_2723,sym_16_mc_6,gar,[Lr]C1NNC(=C1)[Lr],7.21424,4.57181,1.00181,1561.75,3.398357678,0.340871821,3.891351958,2.96535364,TRUE,TRUE,1,1.652225259
