organic_core,metal_node,topology,smiles,lcd,pld,density,agsa,co2n2_co2_mol_kg,co2n2_n2_mol_kg,co2ch4_co2_mol_kg,co2ch4_ch4_mol_kg,selfies_safe,mask,train/test,scscore
sym_5_vae_317,sym_7_mc_4,tpt,[Lr]c1cc(CC2)c3c(CCc4cc([Lr])cc2c43)c1,30.10592,27.96583,0.24755,5624.14,0.283306161,0.331274897,0.998526867,3.841482641,TRUE,TRUE,1,3.766457726
sym_5_vae_1038,sym_8_mc_8,scu,[Lr]c1ccc(COc2c(C3c4ccccc4c5c6ccccc63)c5c(OCc7ccc([Lr])cc7)c8c2c9c%10ccccc%10C8c%11ccccc9%11)cc1,21.83577,20.63306,0.380697,3359.19,0.636713132,0.262167771,0.998484681,2.735373627,TRUE,TRUE,1,3.935779798
sym_4_on_8,sym_8_mc_7,flu,[Lr]C1=CNC(=CC1)[Lr],13.93503,6.69093,0.530954,4074.32,0.308919033,0.267695264,0.998479342,3.310456755,TRUE,TRUE,1,1.865097662
sym_5_vae_70,sym_5_mc_2,rhrb,[Lr]CN1C=CC(C=C1)[Lr],18.59139,7.55285,0.590535,2762.45,0.464376181,0.195941963,0.99841259,2.244104735,TRUE,TRUE,1,1.810341367
sym_3_vae_289,sym_9_mc_5,spn,[Lr]C#Cc1c(C2c3ccccc3c4c5ccccc52)c4c(C#C[Lr])c6c1c7c8ccccc8C6c9ccccc79,48.65738,39.54971,0.179012,3964.65,0.289018523,0.304628052,0.99839595,3.093633405,TRUE,TRUE,1,3.910478804
sym_5_on_13,sym_7_mc_4,stp,O=C(Nc1c([Lr])ccc([Lr])c1)c2ccccc2,22.75175,20.09673,0.363313,3746.61,0.350394045,0.222385484,0.99838344,2.531450395,TRUE,TRUE,1,2.483950889
None,sym_8_mc_7,bcu,CC(C)c1c(N2C=CN(c3c(C(C)C)cc([Lr])cc3C(C)C)C2)c(C(C)C)cc([Lr])c1,12.32409,7.81406,0.592707,3380.78,0.357754716,0.252601733,0.998374141,3.912235405,TRUE,TRUE,0,3.546802703
sym_5_on_9,sym_12_mc_11,ftw,[Lr]n1cc(c2cn([Lr])nc2)cn1,15.74402,6.02686,0.628264,3623.84,0.225669093,0.190451697,0.998337516,2.731928858,TRUE,TRUE,1,2.006251072
sym_4_vae_107,sym_5_mc_2,pts,[Lr]c1cc(C(c2cc([Lr])ccc2C3=O)=O)c3cc1,13.49099,8.81216,0.495512,4281.31,0.322092356,0.279917138,0.998301137,3.238993932,TRUE,TRUE,1,2.903207262
sym_4_vae_2723,sym_13_mc_12,ith,[Lr]c1ccc(c2c3ccccc3c(c4c5ccccc5c(c6ccc([Lr])cc6)c7c4cccc7)c8c2cccc8)cc1,18.37762,10.81853,0.363522,4879.27,0.432583661,0.310922335,0.998158609,3.391603592,TRUE,TRUE,1,3.840323962
sym_5_vae_BR3264,sym_7_mc_4,stp,[Lr]c1c(C2c3c(C4c5ccccc52)cccc3)c4c([Lr])cc1,18.68762,16.63886,0.58198,2307.58,0.36590955,0.184733821,0.998073391,2.417809331,TRUE,TRUE,1,3.016591665
None,sym_6_mc_3,pcu,[Lr]c1c2CCc2c(c2c1CC2)[Lr],8.3255,5.34091,0.862364,2600.96,0.309601157,0.207875484,0.997999702,3.338748761,TRUE,TRUE,1,2.890180763
sym_5_vae_BR3264,sym_8_mc_7,csq,Cc1c(c2c(C)nn([Lr])c2C)c(C)n([Lr])n1,28.69565,27.02781,0.383654,4380.31,0.374369228,0.266541086,0.997897928,3.022467518,TRUE,TRUE,1,3.13795773
sym_5_vae_1526,sym_12_mc_11,ftw,CC(C)c1c(N2C=CN(c3c(C(C)C)cc([Lr])cc3C(C)C)C2)c(C(C)C)cc([Lr])c1,19.05472,6.86154,0.514357,3582.58,0.399006974,0.202763951,0.997866037,2.976988201,TRUE,TRUE,1,3.546802703
sym_5_on_10,sym_9_mc_5,soc,[Lr]c1ccc(c2c1cnnc2)[Lr],15.84798,12.408,0.587525,2946.94,0.281219528,0.180957003,0.997751475,2.143831951,TRUE,TRUE,0,2.884676027
sym_5_vae_1038,sym_9_mc_5,soc,[Lr]c1ccc(c2c1OCO2)[Lr],18.59409,8.49944,0.728985,2513.01,0.357252615,0.158785462,0.997721554,1.943067386,TRUE,TRUE,1,2.280177819
sym_5_vae_218,sym_7_mc_4,stp,CSC1=C(C(SC)=C2C1=C(C([Lr])=C2SC)SC)[Lr],23.62433,21.21069,0.439363,3640.64,0.289819113,0.250858519,0.997570108,3.431513955,TRUE,TRUE,1,2.977084537
sym_3_vae_337,sym_5_mc_2,pto,[Lr]c1ccc(C2Nc(c(N2)c3cc(C(C)(C)C)c4)c5cc(C(C)(C)C)cc6c7c(NC(c8ccc([Lr])cc8)N7)c4c3c56)cc1,52.17969,29.30299,0.0816619,7521.25,0.327114507,0.602115891,0.997537828,4.572792038,TRUE,TRUE,0,4.309125239
sym_3_vae_456,sym_6_mc_3,pyr,[Lr]c1ccc(c2c1nsn2)[Lr],10.44338,7.14641,0.675504,3521.55,0.217886239,0.179108016,0.997525442,2.51553984,TRUE,TRUE,1,2.303738833
sym_3_on_2,sym_8_mc_8,the,CCc1c(c2c(CC)n([Lr])nc2CC)c(CC)n([Lr])n1,27.36327,18.34769,0.344284,3721.04,0.440017455,0.233350282,0.997513929,2.346364872,TRUE,TRUE,1,3.573085352
sym_5_vae_795,sym_12_mc_11,ftw,[Lr]c1ccc(cc1)c1ccc(nc1)[Lr],17.99963,8.49567,0.443165,4542.9,0.247654875,0.226093669,0.99749619,2.814420692,TRUE,TRUE,1,2.60535627
sym_3_vae_BR429,sym_6_mc_3,pyr,[Lr]c1ccc(COc2c(C3c4ccccc4c5c6ccccc63)c5c(OCc7ccc([Lr])cc7)c8c2c9c%10ccccc%10C8c%11ccccc9%11)cc1,26.68779,19.31625,0.18587,6232.25,0.290422886,0.348416177,0.997466336,3.46265717,TRUE,TRUE,0,3.935779798
sym_4_on_6,sym_16_mc_6,gar,COc(c1)c(OC)cc2c1c(c3ccc(/C=C/[Lr])cc3)c(cc(OC)c(OC)c4)c4c2c5ccc(/C=C/[Lr])cc5,23.98131,18.78628,0.221161,6712.3,0.322629056,0.366302086,0.997433897,3.697511053,FALSE,FALSE,-1,4.057719
sym_5_on_12,sym_7_mc_4,stp,[Lr]/C=C/c1c2ccccc2c(/C=C/[Lr])c3c1cccc3,29.83248,29.08053,0.238908,5223.94,0.247515989,0.315968466,0.997347897,3.543277884,TRUE,TRUE,1,2.715994867
sym_3_on_5,sym_4_mc_1,ctn,[Lr]C#Cc1c(C2c3ccccc3c4c5ccccc52)c4c(C#C[Lr])c6c1c7c8ccccc8C6c9ccccc79,25.08544,20.60617,0.145773,7476.28,0.346037088,0.450967118,0.997320683,3.892760928,TRUE,TRUE,1,3.910478804
sym_5_vae_434,sym_12_mc_11,ftw,[Lr]c1nnc(nn1)[Lr],12.05991,4.66484,0.997222,2136.79,0.251449473,0.157434679,0.997308002,2.326712929,TRUE,TRUE,1,1.638658707
None,sym_5_mc_2,lvt,[Lr]c1ccc(c(c1)c1ccncc1)[Lr],7.68495,6.49269,0.836213,2649.19,0.354394059,0.235715802,0.997297287,3.03441368,TRUE,TRUE,1,2.723660351
sym_5_vae_304,sym_4_mc_1,pts,[Lr]c1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccc([Lr])cc4)cc3)cc2)cc1,60.45662,53.97886,0.0286194,8944.85,0.315574559,1.347895061,0.997289986,7.670183315,TRUE,TRUE,1,3.724608537
sym_5_vae_84,sym_9_mc_5,soc,Cc1c(c2cc(c3c(C)nn([Lr])c3C)ccc2)c(C)n([Lr])n1,23.90493,18.55034,0.290988,4600.08,0.394559198,0.245166255,0.997267343,2.500733089,TRUE,TRUE,1,3.642198431
sym_5_vae_218,sym_12_mc_11,ftw,[Lr]c1c(C)nc(c2nc(C)c([Lr])cc2)cc1,19.18244,9.09606,0.419845,4525.76,0.250039085,0.238306116,0.997106072,2.880685527,TRUE,TRUE,1,2.9209517
sym_4_vae_153,sym_16_mc_14,gar,[Lr]C1=CNC(=CC1)[Lr],10.0732,8.00729,0.885897,2406.03,0.275650839,0.133506639,0.9970749,1.966040174,TRUE,TRUE,1,1.865097662
sym_5_vae_434,sym_3_mc_0,pto,[Lr]c1ccc(COc2c(C3c4ccccc4c5c6ccccc63)c5c(OCc7ccc([Lr])cc7)c8c2c9c%10ccccc%10C8c%11ccccc9%11)cc1,50.83302,27.21929,0.0998354,6601.98,0.358111526,0.516533445,0.996967577,4.077120603,TRUE,TRUE,1,3.935779798
None,sym_7_mc_4,acs,O=c(n([Lr])c(cccc1)c1n2[Lr])c2=O,10.86768,6.19201,0.97295,1616.1,0.244971088,0.142945267,0.996951171,2.223392238,FALSE,FALSE,-1,1.995010882
None,sym_5_mc_2,lvt,N#Cc1c([Lr])nc(C#N)c([Lr])n1,7.45242,5.99936,1.01364,1807.44,0.342985116,0.172351592,0.996884737,1.98227378,TRUE,TRUE,1,2.284856011
sym_5_vae_1038,sym_7_mc_4,tpt,[Lr]c(c1)cc2c(=O)oc3cc([Lr])cc4c3c2c1oc4=O,22.25634,19.26547,0.31164,5079.04,0.163914938,0.25878089,0.996845418,2.917998636,TRUE,TRUE,0,3.145289611
sym_5_vae_BR3264,sym_8_mc_9,csq,[Lr]C#C[Lr],27.64445,26.19591,0.561511,2471.65,0.341082985,0.165433261,0.996823037,1.725497288,TRUE,TRUE,1,1.652772669
sym_5_vae_84,sym_7_mc_4,stp,O=C1c2c(c3ccc([Lr])cc31)ccc([Lr])c2,12.93158,9.73515,0.398047,5234.78,0.28538247,0.273082643,0.996697945,3.490752703,TRUE,TRUE,1,3.01227979
sym_5_vae_70,sym_9_mc_5,soc,[Lr][Lr],7.32247,4.64027,1.52947,714.014,0.381247128,0.077718608,0.996671566,1.010998731,TRUE,TRUE,0,1.592330509
sym_5_vae_70,sym_7_mc_4,stp,[Lr]c1cc(S(=O)(c2cc([Lr])ccc23)=O)c3cc1,12.60216,7.89755,0.867513,1562.8,0.399949651,0.126492181,0.996659013,1.977534735,TRUE,TRUE,1,3.070967422
sym_5_vae_BR911,sym_7_mc_4,tpt,[Lr]c1ccc(C#Cc2c(C3c4ccccc4c5c6ccccc63)c5c(C#Cc7ccc([Lr])cc7)c8c2c9c%10ccccc%10C8c%11ccccc9%11)cc1,64.31981,60.93262,0.0916288,7528.65,0.285681358,0.539294282,0.996619746,4.449620654,TRUE,TRUE,1,4.117631303
sym_5_vae_196,sym_8_mc_8,csq,[Lr]c1cc2ccc3c4c2c(c1)ccc4cc(c3)[Lr],31.79004,28.4348,0.28429,5326.83,0.343647677,0.350924658,0.996468687,3.438499714,TRUE,TRUE,1,3.565568537
sym_4_on_8,sym_4_mc_1,lcsb,[Lr]c1ccc(C2Nc(c(N2)c3cc(C(C)(C)C)c4)c5cc(C(C)(C)C)cc6c7c(NC(c8ccc([Lr])cc8)N7)c4c3c56)cc1,35.28841,25.54641,0.0931386,7960.72,0.314454569,0.567667851,0.996456319,4.364420988,TRUE,TRUE,1,4.309125239
None,sym_8_mc_9,reo,[Lr]c1cc(C(c2cc([Lr])ccc2C3=O)=O)c3cc1,17.11686,10.53893,0.654519,2567.64,0.309630965,0.155641584,0.996429255,1.90414678,TRUE,TRUE,1,2.903207262
sym_4_vae_153,sym_16_mc_14,gar,[Lr]C1NNC(=C1)[Lr],7.76603,5.42118,1.27612,1323.15,0.243237026,0.075049739,0.996393813,1.126958458,TRUE,TRUE,1,1.652225259
sym_5_vae_84,sym_12_mc_11,ftw,[Lr]c1ccc(cc1)N=Nc1ccc(cc1)[Lr],19.06207,11.96433,0.334724,5251.66,0.299447641,0.281868181,0.996277872,3.196694444,TRUE,TRUE,1,1.831911922
sym_5_vae_196,sym_12_mc_11,ftw,[Lr]c1nnc(nn1)[Lr],13.69715,5.64349,0.706084,3188.99,0.249382935,0.183896593,0.996246475,2.542555418,TRUE,TRUE,1,1.638658707
sym_4_vae_645,sym_8_mc_8,flu,[Lr]C1NNC([Lr])=N1,11.23402,4.88174,0.872098,2291.45,0.367696247,0.185217769,0.996219893,2.369611368,TRUE,TRUE,1,1.887026441
sym_3_vae_45,sym_4_mc_1,bor,[Lr]c1ccc(C#Cc2ccc(C#Cc3ccc([Lr])cc3)cc2)cc1,60.137,45.68109,0.0323741,8896.83,0.298959523,1.212240229,0.996172693,7.223696391,TRUE,TRUE,1,3.273987928
sym_4_on_7,sym_4_mc_1,diab,[Lr]c1ccc(NC2=Nc3c(NC2Nc4ccc([Lr])cc4)cccc3)cc1,14.60842,9.51626,0.345228,5847.04,0.354476893,0.319850539,0.996167992,3.291927803,TRUE,TRUE,1,3.700792737
sym_5_vae_70,sym_9_mc_5,soc,[Lr]c1ccc2c(c1)oc1c2ccc(c1)[Lr],21.28018,16.88088,0.404965,3470.05,0.353098164,0.20435058,0.996147146,2.269847602,TRUE,TRUE,1,3.210211311
sym_3_vae_1687,sym_9_mc_5,spn,[Lr]/C=C/c1c2ccccc2c(/C=C/[Lr])c3c1cccc3,47.91195,39.23955,0.15199,3781.19,0.257059382,0.310932627,0.99586324,2.707269515,TRUE,TRUE,1,2.715994867
None,sym_12_mc_11,fcu,[Lr]C#CC12C=CC(C=C1)(C=C2)C#C[Lr],13.60697,5.7224,0.68042,3766.72,0.236686028,0.188815279,0.995859799,2.819305561,TRUE,TRUE,1,1.542184746
sym_5_on_13,sym_12_mc_11,ftw,CN1C=CN(Cc2c(c3c(CN4C=CN(C)C4)cc([Lr])cc3)ccc([Lr])c2)C1,14.27863,5.96544,0.685875,2493.53,0.397200825,0.19163527,0.99578812,2.720890859,TRUE,TRUE,1,4.179388618
sym_4_on_7,sym_9_mc_5,iac,[Lr]c1ccc(C2Nc(c(N2)c3cc(C(C)(C)C)c4)c5cc(C(C)(C)C)cc6c7c(NC(c8ccc([Lr])cc8)N7)c4c3c56)cc1,28.17626,20.88597,0.199129,6080.87,0.267210476,0.328607339,0.995731435,3.43828219,TRUE,TRUE,1,4.309125239
sym_5_vae_218,sym_12_mc_11,ftw,[Lr]N1C=CC(C2C=CN([Lr])C=C2)C=C1,19.00054,8.65605,0.453587,4212.93,0.243493409,0.231190516,0.99573093,3.029051842,TRUE,TRUE,0,2.13097392
sym_5_vae_218,sym_5_mc_2,ssa,CSC1=C(C(SC)=C2C1=C(C([Lr])=C2SC)SC)[Lr],18.39908,16.30999,0.435931,3858.66,0.500639815,0.315487569,0.99567195,3.253343583,TRUE,TRUE,1,2.977084537
None,sym_16_mc_14,ocu,[Lr]c1ccc(c2c1cccc2)[Lr],16.04398,5.04954,1.09052,1611.93,0.323946156,0.126547966,0.995668783,1.698359579,TRUE,TRUE,1,1.748870062
sym_5_vae_70,sym_5_mc_2,rhrb,[Lr]c1c(C2c3c(C4c5ccccc52)cccc3)c4c([Lr])cc1,22.55579,9.40737,0.598056,2583.97,0.524443964,0.240575038,0.995651232,2.762561268,TRUE,TRUE,1,3.016591665
sym_5_vae_1038,sym_7_mc_4,stp,[Lr]/C=C/c1c2ccccc2c(/C=C/[Lr])c3c1cccc3,37.99431,36.17938,0.193352,5289.3,0.28748377,0.373505155,0.9956106,3.81433031,TRUE,TRUE,1,2.715994867
sym_3_vae_403,sym_9_mc_5,spn,[Lr]n1cc(ccc(cn([Lr])c2)c3c2cc4)c3c4c1,41.00104,34.49558,0.194944,3554.86,0.328343631,0.304617381,0.995582417,2.819802152,TRUE,TRUE,1,3.305620905
None,sym_8_mc_7,bcu,[Lr]c1[nH]c2c(n1)cc1c(c2)[nH]c(n1)[Lr],11.4154,8.00159,0.692759,3289.34,0.232596803,0.197578811,0.995475139,2.745535213,TRUE,TRUE,1,3.500212883
sym_5_on_9,sym_7_mc_4,tpt,[Lr]c1c(C)cc(OC(C)[Lr])cc1C,12.56557,9.59222,0.490525,4414.19,0.298329426,0.240498619,0.995407482,2.717806389,TRUE,TRUE,1,2.439262198
None,sym_8_mc_7,reo,Cc1c(c2cc([Lr])ccc2)cc(C)c(c3cc([Lr])ccc3)c1,15.85387,8.42717,0.559525,3624.6,0.257709579,0.220510296,0.995314217,3.299828391,TRUE,TRUE,1,3.597025582
sym_3_vae_251,sym_5_mc_2,pto,[Lr]c1ccc(C#Cc2c(C3c4ccccc4c5c6ccccc63)c5c(C#Cc7ccc([Lr])cc7)c8c2c9c%10ccccc%10C8c%11ccccc9%11)cc1,54.24691,26.98732,0.0805376,7585.36,0.351877641,0.620327006,0.995272002,4.567644512,TRUE,TRUE,1,4.117631303
sym_5_on_9,sym_7_mc_4,tpt,[Lr]c1ccc(S(=O)(c2ccc([Lr])cc2)=O)cc1,15.73124,14.10423,0.578882,3252.46,0.11488865,0.156951954,0.995215351,2.896463253,TRUE,TRUE,1,2.134460623
sym_5_vae_84,sym_5_mc_2,nbob,[Lr]c1ccc(s1)c1ccc(s1)[Lr],20.18398,14.52347,0.290869,5297.2,0.482448614,0.329706609,0.995190654,3.175892385,TRUE,TRUE,0,2.244038188
sym_5_vae_196,sym_8_mc_8,csq,[Lr]n1cc(ccc(cn([Lr])c2)c3c2cc4)c3c4c1,33.00659,30.6132,0.28082,5179.76,0.357957799,0.340890349,0.995124071,3.306081832,TRUE,TRUE,1,3.305620905
sym_5_on_12,sym_7_mc_4,tpt,CCc1c(CC)c([Lr])[nH]c1c2nc(c3c(CC)c(CC)c([Lr])[nH]3)ccc2,27.03548,23.15698,0.280657,4877.92,0.30662205,0.250455235,0.995064887,3.09245089,TRUE,TRUE,1,3.725384204
sym_5_vae_1526,sym_5_mc_2,ssb,[Lr]c1ccc(c2c1cnnc2)[Lr],13.62002,7.50643,0.610504,3308.55,0.381958052,0.212502978,0.994908279,2.467834235,TRUE,TRUE,1,2.884676027
sym_3_vae_2082,sym_4_mc_1,bor,[Lr]c1c(C2c3c(C4c5ccccc52)cccc3)c4c([Lr])cc1,17.41234,13.07578,0.32829,4772.65,0.388632899,0.31840811,0.994906909,3.496915815,TRUE,TRUE,1,3.016591665
sym_5_vae_218,sym_5_mc_2,ssa,[Lr]c1[nH]c2c(n1)cc1c(c2)[nH]c(n1)[Lr],35.78078,34.87875,0.240484,5645.01,0.321361438,0.357696184,0.994891784,3.341574334,TRUE,TRUE,1,3.500212883
sym_5_on_12,sym_12_mc_11,ftw,[Lr]c1ccc(c2c(Cn3cncc3)cc([Lr])cc2)cc1,19.68973,8.19736,0.517603,3528.49,0.277826569,0.213327255,0.994727995,2.924721494,TRUE,TRUE,1,3.523364423
sym_5_vae_434,sym_7_mc_4,tpt,[Lr]c(c1)cc2c(=O)oc3cc([Lr])cc4c3c2c1oc4=O,24.1614,22.28999,0.346482,4421.27,0.24091889,0.256613725,0.994715751,2.867579746,TRUE,TRUE,0,3.145289611
sym_5_vae_1526,sym_7_mc_4,tpt,[Lr]c1ccc(C#Cc2c(C3c4ccccc4c5c6ccccc63)c5c(C#Cc7ccc([Lr])cc7)c8c2c9c%10ccccc%10C8c%11ccccc9%11)cc1,28.2299,19.47825,0.297935,4371.41,0.431469899,0.266006385,0.994681128,2.749061407,TRUE,TRUE,1,4.117631303
sym_5_vae_1526,sym_7_mc_4,tpt,[Lr]c1ccc(COc2c(C3c4ccccc4c5c6ccccc63)c5c(OCc7ccc([Lr])cc7)c8c2c9c%10ccccc%10C8c%11ccccc9%11)cc1,25.98552,20.11395,0.349289,3768.56,0.431349635,0.233599573,0.994656281,2.761482191,TRUE,TRUE,1,3.935779798
sym_4_vae_153,sym_4_mc_1,diab,[Lr]c1ccc(C#Cc2c(C3c4ccccc4c5c6ccccc63)c5c(C#Cc7ccc([Lr])cc7)c8c2c9c%10ccccc%10C8c%11ccccc9%11)cc1,32.93874,25.96842,0.105117,7635.85,0.364121105,0.542233615,0.994627803,4.175763147,TRUE,TRUE,1,4.117631303
sym_5_vae_BR3264,sym_8_mc_8,csq,[Lr]C1=CNC(=CC1)[Lr],28.45137,26.58298,0.34621,4677.8,0.328345409,0.305216072,0.994561483,3.039228448,TRUE,TRUE,0,1.865097662
sym_5_vae_70,sym_9_mc_5,soc,[Lr]c1cc2c(=O)c3ccc([Lr])cc3[nH]c2cc1,24.22955,17.65423,0.373744,3840.42,0.296519983,0.221932526,0.994531341,2.50860033,TRUE,TRUE,1,3.176150078
sym_5_on_12,sym_7_mc_4,stp,CCCCCCc1c(c2c(CCCCCC)cc([Lr])s2)sc([Lr])c1,19.4419,16.08735,0.369752,4002.6,0.277571069,0.239996607,0.994404462,3.188510908,TRUE,TRUE,1,3.663384238
sym_5_on_11,sym_8_mc_7,scu,Cc1c(c2c(C)nn([Lr])c2C)c(C)n([Lr])n1,12.98516,11.32193,0.495954,4013.37,0.367206502,0.255278848,0.994355504,2.85757187,TRUE,TRUE,1,3.13795773
sym_4_on_8,sym_4_mc_1,lcsb,[Lr]c1ccc(C#Cc2c(C3c4ccccc4c5c6ccccc63)c5c(C#Cc7ccc([Lr])cc7)c8c2c9c%10ccccc%10C8c%11ccccc9%11)cc1,34.64923,26.79703,0.0904548,7801.17,0.334844704,0.571629657,0.994347155,4.444842233,TRUE,TRUE,1,4.117631303
sym_5_vae_70,sym_9_mc_5,soc,[Lr]c1[nH]c2c(n1)cc1c(c2)[nH]c(n1)[Lr],22.99131,18.5311,0.429948,3248.49,0.306334561,0.191592903,0.994278078,2.130737289,TRUE,TRUE,1,3.500212883
sym_5_on_12,sym_12_mc_11,ftw,O=C1c2c(C(c3ccc([Lr])cc31)=O)cc([Lr])cc2,19.64438,7.7285,0.46532,4125.48,0.239679402,0.237933784,0.994275225,3.047787101,TRUE,TRUE,1,2.903207262
sym_4_vae_107,sym_5_mc_2,pth,[Lr]c1nc([Lr])n[nH]1,8.16895,6.41245,0.680238,3861.01,0.311036862,0.228977249,0.994178204,2.814414404,TRUE,TRUE,1,1.264928031
sym_3_vae_644,sym_6_mc_3,pyr,[Lr]c1ccc(COc2c(C3c4ccccc4c5c6ccccc63)c5c(OCc7ccc([Lr])cc7)c8c2c9c%10ccccc%10C8c%11ccccc9%11)cc1,27.20411,18.68598,0.167754,6836.85,0.279256836,0.367362151,0.994014922,3.554742827,TRUE,TRUE,1,3.935779798
sym_4_vae_107,sym_16_mc_14,gar,[Lr]c1ccc(o1)[Lr],10.02319,6.73782,0.929423,2299.52,0.293447288,0.132656219,0.993975443,1.900801912,TRUE,TRUE,1,1.466315954
sym_3_on_2,sym_6_mc_3,pyr,CCCCCCc1c(c2c(CCCCCC)cc([Lr])s2)sc([Lr])c1,12.34388,6.96136,0.517088,4180.13,0.283675665,0.241160365,0.993899801,3.637732813,TRUE,TRUE,0,3.663384238
sym_4_vae_153,sym_4_mc_1,lcsb,[Lr]C1NNC([Lr])=N1,11.34595,8.11036,0.496676,4659.76,0.307678471,0.276067669,0.993892476,3.212573721,TRUE,TRUE,1,1.887026441
sym_5_vae_BR3264,sym_5_mc_2,rhrb,[Lr]c1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccc([Lr])cc4)cc3)cc2)cc1,95.15996,50.41885,0.0309914,8869.76,0.299841028,1.2203826,0.993887891,7.389910575,TRUE,TRUE,1,3.724608537
sym_5_vae_434,sym_9_mc_5,soc,[Lr]c(c1)cc2c(=O)oc3cc([Lr])cc4c3c2c1oc4=O,19.50379,16.67939,0.419394,3496.92,0.248490211,0.194102354,0.993750853,2.094130838,TRUE,TRUE,1,3.145289611
None,sym_6_mc_3,pcu,[Lr]c1ccc(c2c1OCO2)[Lr],10.47665,8.71442,0.746225,3200.69,0.210905136,0.159622029,0.993741211,2.499382415,TRUE,TRUE,1,2.280177819
sym_5_vae_BR3264,sym_7_mc_4,stp,CCc1c(CC)c([Lr])[nH]c1c2nc(c3c(CC)c(CC)c([Lr])[nH]3)ccc2,18.71692,17.66086,0.403243,4242.1,0.235116793,0.21169542,0.993727721,3.257366628,TRUE,TRUE,1,3.725384204
sym_5_vae_84,sym_5_mc_2,ssa,[Lr]c1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccc([Lr])cc4)cc3)cc2)cc1,75.7155,71.12691,0.0360243,8641.76,0.338052084,1.11088757,0.993667108,6.729104933,TRUE,TRUE,1,3.724608537
sym_0_on_14,sym_5_mc_2,she,[Lr]n1cnn([Lr])cn1,17.66209,7.9509,0.711555,2611.52,0.345019665,0.146170347,0.993663996,1.627130159,TRUE,TRUE,1,1.329891134
None,sym_16_mc_6,bcs,[Lr]c1ccc(N2C=CC(C3C=CN(c4ccc([Lr])cc4)C=C3)C=C2)cc1,16.53706,13.05449,0.272404,6598.9,0.31211415,0.355841354,0.993634072,3.624880661,TRUE,TRUE,1,2.779567186
sym_4_vae_153,sym_8_mc_9,flu,CCc1c(CC)c([Lr])[nH]c1c2nc(c3c(CC)c(CC)c([Lr])[nH]3)ccc2,17.64871,7.77949,0.537208,3434.94,0.466910875,0.221407672,0.993539639,2.529534688,TRUE,TRUE,1,3.725384204
sym_0_on_14,sym_5_mc_2,she,[Lr]c1ccc(NC2=Nc3c(NC2Nc4ccc([Lr])cc4)cccc3)cc1,19.60753,11.77288,0.442113,3991.67,0.416589214,0.243065691,0.993491153,2.634832092,TRUE,TRUE,1,3.700792737
sym_5_vae_84,sym_5_mc_2,lvtb,[Lr]c1nc([Lr])n[nH]1,14.80053,10.82495,0.39526,4962.9,0.41456755,0.286933786,0.993469328,2.941087192,TRUE,TRUE,0,1.264928031
sym_3_vae_724,sym_8_mc_8,the,[Lr]c1ccc(NC2=Nc3c(NC2Nc4ccc([Lr])cc4)cccc3)cc1,33.8587,23.19168,0.276769,3993,0.449913329,0.294439533,0.993464023,2.6577742,TRUE,TRUE,1,3.700792737
sym_4_on_7,sym_13_mc_12,ith,[Lr]c1ccc(c2c3ccccc3c(c4c5ccccc5c(c6ccc([Lr])cc6)c7c4cccc7)c8c2cccc8)cc1,17.94158,10.53582,0.361884,4999.91,0.413902469,0.316242688,0.993462295,3.506558591,TRUE,TRUE,1,3.840323962
None,sym_12_mc_11,fcu,[Lr]c1ccc(c2cn([Lr])nn2)cc1,9.42042,5.75062,0.896472,2540.94,0.234379805,0.172200648,0.993407112,2.773033096,TRUE,TRUE,1,2.32837113
sym_4_on_8,sym_16_mc_6,gar,[Lr]c1cc2nc(c3ccc(c4nc5ccc([Lr])cc5[nH]4)cc3)[nH]c2cc1,29.78536,22.12344,0.138489,6997.54,0.324175363,0.449535736,0.993352166,3.775628245,TRUE,TRUE,1,4.39196143
sym_5_vae_70,sym_9_mc_5,soc,[Lr]c1cc2ccc3c4c2c(c1)ccc4cc(c3)[Lr],23.54682,16.66438,0.426069,2967.73,0.393717413,0.198589217,0.993313165,2.230817126,TRUE,TRUE,1,3.565568537
sym_5_vae_196,sym_7_mc_4,tpt,[Lr]c1c2cccc([Lr])c2ccc1,22.56479,20.60602,0.362869,4249.72,0.25643175,0.268031498,0.993286374,3.383762328,TRUE,TRUE,1,2.015409169
sym_3_vae_165,sym_6_mc_3,pyr,CSC1=C(C(SC)=C2C1=C(C([Lr])=C2SC)SC)[Lr],10.50822,6.49896,0.675803,3314.9,0.29259181,0.214870732,0.993279165,3.165561245,TRUE,TRUE,1,2.977084537
sym_5_vae_795,sym_5_mc_2,rhrb,[Lr]c1ccc(C#Cc2c(C3c4ccccc4c5c6ccccc63)c5c(C#Cc7ccc([Lr])cc7)c8c2c9c%10ccccc%10C8c%11ccccc9%11)cc1,77.4493,38.85878,0.0901489,6461.13,0.360630123,0.553531092,0.993249921,4.269490754,TRUE,TRUE,1,4.117631303
